1	1	130	140	209	2008	18245
1	1	0	0	210	2007	9159
1	2	128	0	223	2008	18307
1	1	158	115	218	2009	18555
1	1	0	0	292	2009	18517
1	1	176	0	280	2007	18658
1	1	140	0	214	2009	50138
5	1	157	0	0	2007	18375
1	1	176	0	292	2008	21094
5	2	158	0	0	2008	18439
2	1	152	0	226	2004	18557
1	1	0	0	0	2008	18406
1	1	125	116	290	2008	18395
2	1	156	144	0	2004	50540
1	2	0	0	238	2008	0
1	2	120	0	205	2006	21843
1	2	107	151	0	0	0
1	2	114	130	0	2010	0
1	2	127	0	205	2007	18559
5	2	160	0	0	2006	18616
2	2	156	139	0	2004	8016
1	1	0	0	214	2009	50083
2	1	0	0	0	2005	50331
1	2	115	0	281	2009	18447
1	2	123	0	0	2006	18292
5	1	161	0	0	2005	18276
2	2	122	115	242	2004	50050
2	1	152	0	0	2005	18222
1	1	136	121	0	0	50449
1	1	118	0	218	2008	18376
5	2	120	0	0	0	10943
1	1	0	0	220	2009	18246
2	2	122	0	0	2004	51467
1	2	0	0	213	2009	18245
1	1	139	157	214	2009	18187
1	2	107	0	221	2007	0
1	1	154	0	210	2007	18183
2	2	107	139	0	2005	0
1	1	144	0	211	2007	50821
1	0	0	0	0	0	0
1	1	139	0	0	2007	3714
1	0	0	0	0	0	0
1	1	107	146	216	2007	18240
1	2	107	119	0	2004	16990
1	1	114	0	204	2008	18696
2	1	128	121	225	2004	4551
1	2	123	0	207	2008	18696
2	2	107	0	237	2004	0
1	1	128	0	220	2009	18422
1	1	113	0	0	2008	50212
1	1	118	0	227	2006	55927
1	2	133	0	220	2008	18289
1	1	130	0	206	2007	18294
1	2	176	0	224	2006	50355
1	1	0	0	214	2008	50449
1	1	146	0	0	2007	0
2	2	169	116	0	2004	18553
1	1	113	127	0	2006	18566
1	2	140	0	205	2006	54063
2	2	157	0	0	2003	50181
1	1	115	116	0	2007	54063
1	2	118	0	0	2006	18246
1	1	0	0	0	2008	18461
1	2	116	144	288	2008	18352
1	1	0	0	0	0	0
1	2	0	0	214	2009	17949
2	2	123	0	0	2005	18294
1	1	111	127	0	2006	18213
1	1	0	0	281	2008	51785
1	1	156	0	0	2005	18258
1	1	0	0	291	2008	51884
1	1	0	0	227	2007	18675
1	2	155	158	0	0	18249
1	2	171	120	250	2010	0
1	2	118	107	214	2009	18550
5	2	158	0	0	2008	18307
1	2	158	115	288	2008	50449
1	1	0	0	209	2008	50693
3	0	0	0	0	0	0
4	2	0	0	0	0	0
1	0	156	144	0	2006	18289
5	1	153	0	0	2005	18320
1	1	116	0	282	2009	4185
1	1	0	0	220	2009	17486
1	2	139	140	221	2009	18680
1	1	111	0	0	2006	0
1	1	132	154	210	2007	18222
3	2	0	0	0	0	0
1	1	168	0	282	2007	18070
1	0	139	144	0	2008	50003
1	2	158	165	243	2008	0
1	2	128	126	219	2007	18555
1	1	159	0	209	2008	18426
2	1	156	114	0	2004	9130
1	2	155	158	0	2007	18369
1	1	107	0	0	0	50453
1	1	159	0	0	2007	18460
1	2	107	141	0	2006	17636
1	2	115	139	221	2009	4262
1	2	127	0	0	2007	18233
1	2	113	0	220	2009	18698
1	2	174	116	290	2004	18230
2	1	127	148	0	2005	18354
1	2	0	0	215	2009	18674
1	2	139	157	285	2007	18371
1	1	0	0	210	2008	0
1	1	115	132	214	2009	18427
2	1	138	0	0	2005	0
1	2	115	117	0	2006	25449
1	2	141	148	0	2005	50155
5	2	159	155	0	0	6641
2	1	154	0	0	2005	18428
1	1	156	144	0	0	23058
1	2	107	133	0	0	18674
1	2	0	0	281	2008	50512
1	1	125	138	0	2006	25037
2	2	107	0	0	2003	23618
1	1	115	0	0	2005	18553
1	2	123	0	290	2006	18598
1	1	167	148	0	2007	18663
1	1	140	135	286	2008	18617
1	1	115	0	0	2009	18484
1	0	0	0	0	0	50569
1	2	0	0	281	2009	50701
1	0	0	0	215	0	0
2	1	156	0	0	0	18166
1	2	140	0	0	2006	4377
1	1	0	0	215	2008	17191
6	2	173	0	0	0	0
1	1	156	168	214	2009	52819
1	1	154	0	203	2008	18243
1	2	156	123	0	2007	5999
2	2	122	0	0	2003	18292
1	2	128	0	0	2007	0
1	0	0	0	210	0	0
2	1	156	0	216	2004	18555
1	2	0	0	204	2008	18330
1	0	176	140	0	2007	18616
1	1	154	0	204	2006	18372
1	2	123	155	206	2005	18644
2	1	139	0	0	2003	9147
1	2	156	0	220	2007	18371
1	2	156	144	277	2008	18473
1	1	140	144	286	2009	50453
1	2	122	0	218	2008	18294
1	1	115	0	0	2006	18173
1	1	140	144	216	2007	50049
1	2	122	157	224	2009	1429
1	1	128	115	0	2005	18557
2	2	107	0	0	2005	18559
1	1	127	0	0	2007	18426
2	1	139	127	0	2004	18555
5	1	172	0	0	2004	18245
1	2	107	0	221	2009	4262
2	1	156	118	0	2005	50437
1	2	0	0	0	2007	18249
2	1	139	123	230	2004	4555
1	2	0	0	220	2008	18236
2	1	107	0	0	2005	18243
1	1	160	0	0	0	18532
1	2	118	146	0	2005	9046
2	2	149	148	0	2005	18307
1	1	127	144	0	2006	18232
1	1	121	0	227	0	18230
1	1	0	0	0	2008	0
1	2	0	0	292	2009	54886
1	1	156	140	227	0	18680
1	1	116	128	219	2009	18618
1	1	113	127	230	2006	18555
1	2	135	108	0	2006	18169
2	2	156	139	0	2004	18163
5	1	160	0	0	2007	4423
1	1	156	146	262	2008	50254
1	2	139	0	290	0	50003
1	1	160	0	0	2008	18661
1	2	174	132	214	2009	50449
1	2	138	132	291	2009	54063
2	1	128	0	0	2004	4599
1	1	158	0	214	2009	25078
1	2	157	0	290	2009	18233
1	2	107	132	291	2009	4657
1	2	107	0	0	2008	18550
2	0	0	0	0	0	0
4	1	0	0	0	0	0
2	1	156	144	0	2004	4237
2	1	118	0	0	2005	18183
1	1	123	0	224	2008	18553
5	1	154	0	0	0	0
1	1	114	0	204	2009	18419
1	1	146	143	220	2009	18494
2	2	140	0	0	2005	3811
2	2	139	135	0	2005	18645
1	2	115	158	205	2009	18225
1	1	0	0	204	2008	4551
2	2	122	0	0	2004	18296
1	2	0	0	277	2008	50003
1	1	118	144	0	2006	18163
1	2	127	0	0	2006	50901
2	0	140	0	0	2005	0
2	1	118	123	0	2005	18269
5	1	158	0	0	2009	16492
1	2	118	121	0	2006	18171
2	1	115	0	0	2005	25475
2	1	140	0	0	2005	18288
2	1	128	0	0	0	5834
1	1	159	0	0	2008	18240
1	1	158	0	215	2008	18348
1	2	106	143	291	2009	50136
1	2	127	0	0	2007	18485
1	2	115	140	0	2009	18246
2	1	118	0	0	2003	18243
1	1	140	0	216	2007	18494
1	2	133	0	214	2008	18374
1	2	120	139	0	2007	20898
2	0	0	0	0	0	0
2	1	127	176	0	2005	52128
1	1	156	0	208	2009	18178
1	1	115	116	282	2009	23141
1	2	138	136	218	2009	0
2	1	159	0	216	2005	18288
1	1	0	0	215	2009	22353
1	1	158	115	290	2009	50232
1	1	115	139	0	2006	18548
1	2	116	115	0	2007	18294
1	2	176	0	211	2008	18616
1	1	156	0	214	2008	4496
1	1	167	156	0	2005	0
1	1	0	0	292	2009	50781
1	1	129	139	0	2007	51177
1	1	158	139	220	2009	18169
1	1	158	0	214	2009	25475
5	2	158	0	0	2008	18171
5	2	160	0	0	2008	18674
2	2	115	158	0	2005	18508
1	1	123	148	0	2007	18178
1	1	160	144	0	2008	18294
2	2	144	131	0	2005	18555
1	1	123	156	0	2007	18491
1	2	139	118	0	2007	18555
1	1	176	0	0	2008	18216
1	2	0	0	218	0	18236
2	1	127	139	0	2005	50029
1	1	138	0	0	2005	18230
1	1	146	0	0	0	18260
1	1	107	156	0	2007	18553
2	1	0	0	0	2005	22506
1	1	153	0	223	2008	18600
1	1	156	0	211	2009	18320
1	2	0	0	0	2008	0
5	2	157	0	0	2006	0
1	1	115	116	0	2008	18366
1	1	107	0	229	2008	18243
1	1	152	0	0	0	25401
1	2	107	0	287	2008	18362
1	1	115	111	0	2005	18217
2	2	107	141	0	2004	18589
5	1	172	0	0	2006	18268
1	2	137	161	291	2009	18598
1	1	118	0	210	2008	18406
5	2	120	0	0	2006	16241
1	1	156	0	0	2006	18559
1	1	123	113	233	2007	1344
2	1	156	148	0	2005	17994
1	2	165	116	205	2008	18545
1	1	139	141	214	2008	18366
1	2	115	116	287	2006	18559
2	2	107	127	0	2004	18517
1	2	107	122	0	2006	0
1	1	161	176	0	2007	17097
1	1	156	109	223	2008	25737
1	2	121	129	0	0	0
1	0	0	0	0	0	0
1	1	115	158	284	2008	4135
1	0	0	0	0	0	0
1	2	107	122	290	2007	54606
1	2	122	132	291	2008	50821
1	2	0	0	0	0	0
1	1	153	0	223	2008	0
1	1	156	0	291	2009	18566
1	2	160	0	220	2009	18362
1	1	0	0	218	2009	50087
2	2	127	0	0	2004	18171
5	0	0	0	0	0	0
1	2	107	158	204	2009	18211
1	1	0	0	214	2009	18446
5	1	165	107	0	2007	51373
5	2	107	0	0	2004	0
5	2	127	0	0	0	0
1	2	116	0	0	2007	18166
1	1	115	0	219	2009	18209
2	1	115	140	0	2005	18644
1	1	107	0	0	2007	18700
1	1	160	0	0	2008	18575
2	1	156	0	229	2005	18323
1	1	133	0	0	2006	25279
1	1	156	0	0	2007	18597
2	2	156	123	0	2004	18245
2	1	128	0	0	2005	18342
1	1	156	139	0	2005	18427
1	1	0	0	0	2008	18352
1	0	0	0	0	0	0
1	2	115	158	206	2009	18484
1	2	115	116	0	2007	18240
1	1	154	0	0	2007	18532
1	1	127	113	0	2007	50064
1	1	116	158	0	2006	9244
1	2	107	167	0	2005	18236
1	2	116	139	219	2008	0
2	1	118	121	0	2005	50430
1	2	127	0	0	2010	18570
1	2	139	127	204	2006	9831
2	1	156	144	225	2005	0
2	1	128	139	0	2005	18559
1	2	140	116	235	2007	4375
1	1	176	0	220	2009	18243
2	2	106	0	0	0	18700
1	0	0	0	0	0	0
1	2	115	0	0	2006	18555
1	2	107	0	0	2007	50449
1	1	169	116	0	2006	18245
2	1	139	0	0	2004	50437
2	1	115	0	0	2005	18282
1	1	123	0	225	2008	50049
1	2	139	156	0	2006	16077
1	2	118	109	0	2006	18297
1	0	107	139	0	2007	18550
1	1	116	127	209	2008	50181
1	1	160	0	0	2007	18245
2	2	122	0	254	2003	50573
1	1	149	0	209	2009	58637
1	2	107	114	288	2007	18246
1	2	107	144	0	2007	4626
1	1	146	0	0	2006	18673
1	1	133	0	202	2007	0
1	1	122	0	0	2005	0
1	2	135	130	281	2009	18559
2	1	163	0	0	2004	18245
5	1	106	0	0	2006	8116
1	2	131	118	0	2006	18427
1	1	115	127	220	2008	18555
1	1	157	175	223	2008	18245
1	1	123	113	0	0	1566
1	1	144	154	278	2008	51623
1	1	159	133	0	2008	0
1	2	139	114	213	2006	56531
1	2	153	135	285	2008	51239
1	1	128	130	214	2009	50083
1	2	128	0	221	2006	0
1	1	140	144	0	2007	18554
1	2	160	107	288	2008	1490
2	2	158	115	290	2004	54063
2	2	120	155	218	2004	18559
2	1	127	113	0	2005	50003
1	1	0	0	0	0	0
1	1	0	145	224	2009	18173
1	0	0	0	0	0	0
2	1	140	0	0	2005	6247
1	1	154	121	218	2009	0
1	1	0	0	290	2009	18443
1	1	0	0	292	2009	54886
5	2	153	0	0	0	0
1	1	107	144	225	2006	18557
1	2	124	127	281	2007	18419
1	2	116	115	286	0	50003
1	1	0	0	292	2009	50049
1	1	115	0	214	2009	50930
1	1	115	144	214	2009	0
1	1	0	0	211	2009	16849
1	1	159	0	0	0	18696
3	1	127	0	0	0	0
1	1	121	127	210	2009	50075
2	1	146	0	0	2005	18236
1	1	159	118	0	2007	18419
1	1	115	0	226	2008	18555
1	1	115	139	0	2005	0
1	2	115	158	0	2006	18282
5	0	150	0	0	2005	50597
1	1	0	0	292	2009	50330
1	2	128	122	0	2007	4828
1	0	0	0	224	2008	50056
2	2	122	139	0	2003	18696
1	1	156	144	0	2006	51512
1	0	139	0	220	2008	18367
5	2	133	0	0	2007	18358
1	1	115	167	218	0	50453
3	1	0	0	0	0	0
1	1	140	0	0	2007	18459
1	0	0	0	0	2007	0
2	1	156	109	256	2005	18677
1	1	156	114	290	0	0
1	2	131	109	0	2007	18246
1	2	107	0	255	2007	18196
1	2	140	115	0	2008	17296
1	1	156	0	227	2004	18555
1	1	161	0	292	2009	18369
1	2	116	115	220	2009	18548
1	1	116	0	292	2008	25423
1	1	156	127	0	2006	18389
1	1	0	0	283	2008	18166
1	1	156	143	208	2007	18245
1	2	161	0	0	2006	18406
2	1	156	139	0	2005	50241
1	2	144	146	0	2005	18296
1	2	139	127	218	2008	18245
2	1	115	0	0	2005	50864
1	2	120	0	220	2007	50064
1	2	132	0	0	0	9139
2	1	123	127	0	2005	18436
1	1	158	140	0	2009	0
1	1	173	0	217	2009	18603
1	2	122	0	0	2006	17955
1	2	139	122	0	2009	19095
1	1	107	165	291	2008	18473
1	1	115	116	202	2008	18252
1	1	133	156	0	2007	18330
2	1	124	140	0	2003	18192
1	2	0	0	214	2009	18245
4	2	0	0	0	0	4334
2	2	116	0	0	2004	50569
1	2	0	0	210	2009	0
1	2	107	127	251	2007	18243
1	2	139	0	0	2007	18498
2	2	120	0	216	2004	3716
2	1	161	149	214	0	0
1	1	115	167	0	2007	18550
1	1	115	116	291	2008	52205
1	1	128	0	220	2009	0
1	1	140	144	205	2006	18438
2	2	148	168	0	2003	59740
1	2	0	0	221	2007	17137
2	1	140	123	0	2005	18554
1	1	154	0	0	2007	18406
2	2	122	0	0	2005	9327
2	1	131	0	0	2005	21408
1	0	107	0	0	0	0
2	2	156	0	0	0	18682
1	0	0	0	0	0	0
1	2	128	0	204	2007	52205
